-,-,-
27, 81, 930
27, 81, 930
41, 106, 961
49, 69, 944
49, 69, 944
42, 57, 948
33, 35, 984
33, 35, 984
43, 64, 939
40, 94, 916
33, 130, 923
33, 130, 923
-16, 131, 1171
-5, 128, 1580
52, 103, 1912
52, 103, 1912
126, -99, 1998
137, -329, 1998
65, -432, 1879
-98, -310, 1658
-171, -153, 1358
-106, -21, 1047
85, 48, 758
85, 48, 758
207, 143, 499
-,-,-
96, -88, 898
88, -73, 923
120, -83, 963
130, -121, 1021
143, -97, 1094
143, -97, 1094
187, -151, 1346
175, -252, 1746
86, -301, 1990
5, -249, 1998
35, -291, 1891
28, -334, 1696
28, -334, 1696
-39, -313, 1524
-18, -228, 1274
42, -104, 905
109, -28, 696
167, -18, 555
172, 61, 486
172, 61, 486
211, 120, 289
-,-,-
100, -142, 1106
100, -112, 989
100, -112, 989
122, -105, 921
127, -139, 978
139, -174, 971
133, -139, 1035
119, -101, 1230
175, -130, 1490
224, -225, 1891
219, -457, 1998
219, -457, 1998
191, -594, 1998
147, -530, 1957
74, -485, 1617
-38, -342, 1324
-30, -179, 1040
86, -48, 713
197, -16, 396
197, -16, 396
209, 35, 211
182, 167, 145
237, 313, -22
261, 353, -3
261, 353, -3
225, 243, 149
241, 113, 276
239, 89, 554
239, 89, 554
300, 160, 551
346, 123, 605
373, -80, 846
380, -14, 960
380, -14, 960
403, 67, 885
-,-,-
131, -252, 945
107, -171, 970
128, -139, 878
148, -175, 834
126, -213, 921
94, -195, 1074
94, -195, 1074
186, -171, 1267
417, -181, 1819
345, -496, 1998
166, -753, 1998
-30, -685, 1995
-178, -534, 1712
-281, -375, 1386
-219, -211, 1026
-86, -158, 523
11, 13, 134
11, 13, 134
94, 172, 8
199, 260, -57
199, 260, -57
356, 216, -52
441, 86, 41
403, 178, 179
362, 229, 278
362, 229, 278
311, 247, 442
278, 129, 621
272, 27, 769
250, 53, 909
250, 53, 909
299, 135, 836
305, 123, 851
-,-,-
102, -183, 943
96, -157, 903
90, -136, 860
98, -151, 917
111, -213, 995
79, -212, 1072
79, -212, 1072
40, -138, 1130
89, -186, 1295
166, -246, 1728
163, -326, 1998
123, -552, 1998
-2, -681, 1998
-72, -711, 1974
-72, -711, 1974
-154, -568, 1698
-85, -423, 1215
40, -261, 624
85, -105, 149
35, 113, -55
70, 366, -207
70, 366, -207
119, 381, -211
84, 363, -6
137, 239, 171
234, 57, 410
234, 57, 410
280, -36, 638
-,-,-
34, -222, 960
41, -215, 927
47, -216, 928
40, -175, 924
19, -176, 948
19, -176, 948
-23, -231, 1089
15, -300, 1167
116, -199, 1568
7, -260, 1994
-140, -272, 1998
-164, -368, 1998
-180, -543, 1994
-326, -530, 1817
-458, -505, 1493
-336, -326, 824
-336, -326, 824
-101, -51, 121
47, 90, -323
26, 222, -241
95, 121, -173
196, -25, -75
196, -25, -75
-,-,-
36, -121, 1008
70, -148, 902
107, -142, 844
96, -124, 951
102, -175, 1051
102, -175, 1051
126, -186, 1071
106, -181, 1235
89, -139, 1428
132, -65, 1571
189, -107, 1780
177, -214, 1989
89, -296, 1998
79, -321, 1998
79, -321, 1998
51, -393, 1878
-16, -412, 1499
-141, -272, 1197
-204, -139, 923
-159, -94, 616
-42, -23, 306
44, 35, 165
-,-,-
54, -123, 960
50, -103, 915
62, -204, 901
62, -204, 901
86, -238, 918
72, -155, 991
61, -126, 1164
133, -95, 1464
225, -55, 1785
225, -55, 1785
176, -220, 1998
76, -414, 1998
43, -581, 1998
4, -534, 1892
-99, -406, 1444
-175, -261, 1146
-160, -201, 814
-78, -86, 452
-78, -86, 452
-3, 49, 207
85, 101, 49
198, 81, -1
198, 81, -1
227, 94, 95
245, 115, 156
245, 115, 156
255, 114, 276
259, 32, 416
273, 45, 472
280, 66, 540
280, 66, 540
268, 50, 694
259, 0, 844
259, 0, 844
317, -40, 797
-,-,-
20, -122, 976
-4, -136, 964
-4, -136, 964
43, -113, 867
60, -100, 903
25, -124, 1037
13, -134, 1129
38, -121, 1150
38, -121, 1150
93, -80, 1231
109, -110, 1501
75, -162, 1780
47, -204, 1959
50, -289, 1995
66, -317, 1963
66, -317, 1963
70, -290, 1865
61, -336, 1733
13, -375, 1548
-24, -253, 1213
-7, -135, 880
33, -110, 601
33, -110, 601
45, -13, 365
90, 52, 111
181, 110, -86
181, 110, -86
-,-,-
125, -144, 1259
114, -109, 1167
151, -203, 1043
153, -197, 974
118, -147, 954
92, -130, 930
92, -130, 930
110, -106, 906
122, -117, 908
119, -154, 976
80, -159, 1101
96, -136, 1072
96, -136, 1072
119, -151, 1053
167, -176, 1211
257, -233, 1554
303, -215, 1933
344, -348, 1998
366, -491, 1998
244, -543, 1998
81, -503, 1890
-63, -331, 1582
-63, -331, 1582
-86, -234, 1300
-54, -241, 918
-18, -200, 534
-13, -20, 292
64, 90, 94
64, 90, 94
71, 142, 25
104, 265, -152
194, 270, -226
213, 184, 8
213, 184, 8
227, 141, 217
-,-,-
252, -178, 1348
220, -205, 1257
218, -194, 1177
191, -166, 1168
202, -135, 1000
176, -129, 960
113, -139, 1076
149, -158, 1123
239, -153, 1166
239, -153, 1166
267, -158, 1402
279, -217, 1636
285, -245, 1803
250, -321, 1836
231, -333, 1624
193, -301, 1494
197, -234, 1379
202, -227, 1256
201, -207, 1184
194, -166, 1133
194, -166, 1133
214, -197, 1012
224, -198, 877
132, -124, 772
109, -25, 559
149, 46, 335
143, 19, 175
143, 19, 175
81, 85, 185
75, 246, 143
105, 212, 250
105, 212, 250
140, 155, 400
-,-,-
215, -250, 1197
219, -165, 1104
254, -126, 1002
234, -191, 1032
158, -216, 1134
136, -219, 1169
183, -199, 1068
240, -233, 1140
235, -224, 1441
268, -210, 1649
355, -192, 1767
355, -192, 1767
387, -285, 1912
300, -420, 1998
288, -389, 1991
318, -395, 1745
233, -409, 1374
64, -315, 1131
-83, -256, 868
-100, -98, 593
-100, -98, 593
21, 52, 283
139, 63, 203
188, 23, 286
184, 42, 189
-,-,-
51, -122, 1199
51, -122, 1199
114, -77, 1122
184, -231, 1116
239, -264, 1221
171, -245, 1438
189, -204, 1413
318, -214, 1394
348, -342, 1640
277, -355, 1794
238, -211, 1741
